index,speaker,text,file
28,f,which direction have i been coming from ,q3nc2
29,g,right ,q3nc2
30,g,you've c-- you've come from vast meadow ,q3nc2
31,g,right ,q3nc2
32,f,mmhmm ,q3nc2
33,g,and there's an outcrop of land well you're not going quite on to that ,q3nc2
34,f,right ,q3nc2
35,g,right you're going up to the next corner above vast meadow ,q3nc2
36,g,"just sort of diagonally opposite the ""c"" of crane bay ",q3nc2
37,g,right ,q3nc2
38,g,you've got to turn to your left up the way ,q3nc2
39,g,do you want me to run by that one again ,q3nc2
40,f,yeah if you could ,q3nc2
41,g,right where've we got to vast meadow ,q3nc2
42,f,uh-huh ,q3nc2
43,g,right ,q3nc2
44,g,turn to your left at vast meadow ,q3nc2
45,f,right ,q3nc2
46,g,and then when it comes to crane bay you're keeping quite close to the coast ,q3nc2
47,f,no ,q3nc2
48,g,no ,q3nc2
49,g,you're not anywhere near that ,q3nc2
50,f,nowhere near the coast ,q3nc2
51,g,well you should be ,q3nc2
52,f,right so ,q3nc2
53,g,ehm ,q3nc2
54,f,i'll just go down here then ,q3nc2
55,g,retrack to vast meadow and attractive cliffs you should be in between where it says vast meadow and the the picture of the attractive cliffs ,q3nc2
56,f,oh right ,q3nc2
57,g,mucked this up completely have i ,q3nc2
58,f,we've probably got different maps right ,q3nc2
59,g,ehm right and you're turning left up there ,q3nc2
60,f,turning left ,q3nc2
61,g,uh-huh towards the coast ,q3nc2
62,f,right ,q3nc2
63,g,it's not really towards the coast it's sort of what would it be northeastwards no it wouldn't be northeastwards if you were coming that way it would be northwestwards ,q3nc2
64,f,right ,q3nc2
65,g,"ehm along above where it says crane bay you keep quite close to the coast and above the ""e"" of crane bay you're making a ninety degree turn to your left again ",q3nc2
66,f,right ,q3nc2
67,g,towards the reclaimed fields ,q3nc2
68,f,right ,q3nc2
69,g,and you've got to skirt round them ehm taking a right turn ,q3nc2
70,f,mmhmm ,q3nc2
71,g,go right round ehm until you get to just above them ,q3nc2
72,f,mmhmm ,q3nc2
73,g,towards the chapel ,q3nc2
74,g,and then you've got to go ,q3nc2
75,f,towards what ,q3nc2
76,g,the chapel ,q3nc2
77,g,you do have a chapel ,q3nc2
78,f,no ,q3nc2
79,g,oh ,q3nc2
80,f,i could draw one in ,q3nc2
81,g,do you have seven beeches ,q3nc2
82,f,i do ,q3nc2
83,g,right ,q3nc2
84,g,head up towards seven beeches then ,q3nc2
85,f,mmhmm ,q3nc2
86,g,and from seven beeches ,q3nc2
87,g,right ,q3nc2
88,g,i'll start in the right place this time suppose that's one point in my favour that i said start at the chestnut tree ,q3nc2
89,f,mm ,q3nc2
90,g,that's just a habit of mine to start at the bottom of a map and work my way up ,q3nc2
91,g,sorry ,q3nc2
92,f,right ,q3nc2
93,g,okay ,q3nc2
94,g,okay ,q3nc2
95,f,bit young for a missus ,q3nc2
96,g,yes ,q3nc2
97,g,"right this is lindsey and melanie number ""n"" ""a"" ""q"" three ""c"" two plus minus four ""d"" ""u"" ",q3nc2
98,g,right if you'd like to start at the beginning ,q3nc2
99,f,at at the start ,q3nc2
100,g,at the start which is above the haystack ,q3nc2
101,f,okay ,q3nc2
102,g,right ,q3nc2
103,f,right ,q3nc2
104,g,ehm if you you're heading southwards ,q3nc2
105,f,mmhmm ,q3nc2
106,g,ehm more or less straight slight bend towards the hi-- the haystack ,q3nc2
107,g,ehm come down to about level with the carpenter's house and then you want to head along towards the carpenter's house ,q3nc2
108,f,mmhmm ,q3nc2
109,g,ehm head up ehm what what sort of angle sort of northeastwards towards green bay and stick fairly well ,q3nc2
110,f,wait a minute towards where ,q3nc2
111,g,green bay at the top ,q3nc2
112,f,green bay ,q3nc2
113,g,uh-huh ,q3nc2
114,f,ehm no green bay ,q3nc2
115,g,no green bay ,q3nc2
116,g,ehm there should be an inshot at the top th-- that would look like water ,q3nc2
117,f,nope ,q3nc2
118,g,no ,q3nc2
119,g,anyway head up for about two and a half inches from the carpenter's house ,q3nc2
120,f,right ,q3nc2
121,g,right ehm ,q3nc2
122,f,upwards ,q3nc2
123,g,yes ,q3nc2
124,f,okay ,q3nc2
125,g,and in a more or less straight line sloping slightly down the way head along for about another two inches then slope down towards seven beeches ,q3nc2
126,f,mmhmm ,q3nc2
127,g,ehm curve round slightly to your right ,q3nc2
128,f,to my right ,q3nc2
129,g,yes ,q3nc2
130,f,as i look at it ,q3nc2
131,g,yes ,q3nc2
132,g,because you're going round the chapel you should be heading down towards the reclaimed fields where we got to the last time ,q3nc2
133,f,right ,q3nc2
134,g,ehm you want to go you want to circle the reclaimed fields right round to your right you want to go round the right of them as you look at it ,q3nc2
135,f,right ,q3nc2
136,g,and come along for oh about two inches again and then head down straight down southwards towards the bay ,q3nc2
137,f,mmhmm ,q3nc2
138,g,and stick fairly close to the coast for about an inch and a half ,q3nc2
139,f,okay ,q3nc2
140,g,then slope down towards vast meadow in between vast meadow and attractive cliffs ehm an angle sort of ,q3nc2
141,f,wait a minute ,q3nc2
142,g,uh-uh ,q3nc2
143,g,have i lost you ,q3nc2
144,f,right ,q3nc2
145,f,take me from reclaimed fields again ,q3nc2
146,g,right have you circled them not quite circled them come round to the right of them ,q3nc2
147,f,come round to the right of them ,q3nc2
148,g,uh-huh ,q3nc2
149,g,right round underneath wh-- to where it says reclaimed fields ,q3nc2
150,f,okay ,q3nc2
151,g,right for about an inch and a half ,q3nc2
152,f,right ,q3nc2
153,g,right ,q3nc2
154,f,okay ,q3nc2
155,g,and straight down towards the bay ,q3nc2
156,f,right ,q3nc2
157,g,and you keep fairly close to the coast for about an inch and a half of that then head ,q3nc2
158,g,i sound as if i'm making an awful lot of mistakes here ,q3nc2
159,f,no it's my old one i'm s-- scribbling out ,q3nc2
160,g,ehm head down at a southwesterly angle towards vast meadow and the attractive cliffs ,q3nc2
161,f,yes ,q3nc2
162,g,right ,q3nc2
163,g,you should be in between them you head down in a straight line between vast meadow and attractive cliffs ,q3nc2
164,f,a straight line between them ,q3nc2
165,g,uh-huh ,q3nc2
166,g,"until about the ""a"" of vast meadow ",q3nc2
167,f,what ,q3nc2
168,f,okay ,q3nc2
169,g,right ,q3nc2
170,g,and again the same sort of southwesterly angle down to where it says attractive cliffs ,q3nc2
171,f,okay ,q3nc2
172,g,right ,q3nc2
173,g,and then a much more westerly angle for about an inch and then following the side of the map down and then curve round eastwards towards the finish ,q3nc2
174,f,what finish ,q3nc2
175,g,at the ch-- ,q3nc2
176,g,at the chestnut tree ,q3nc2
177,f,right ,q3nc2
178,g,well i hope that's better than the last one was ,q3nc2
179,f,okay ,q3nc2
180,g,right ,q3nc2
181,f,there ,q3nc2
182,g,see if that one's any it's probably ,q3nc2
0,g,have you got the crest falls marked on your map ,q3nc6
1,f,yep ,q3nc6
2,g,okay ,q3nc6
3,g,the start's just above that ,q3nc6
4,f,yeah i've got that marked as well ,q3nc6
5,g,all right okay ,q3nc6
6,g,so you start off eh going toward your left horizontally wee bit then go down the side of crest falls ,q3nc6
7,f,okay ,q3nc6
8,g,then horizontally left until you're about an inch away from the left-hand side of the page ,q3nc6
9,f,right ,q3nc6
10,g,you've got the footbridge marked ,q3nc6
11,f,eh yeah but it's not there it's in the middle ,q3nc6
12,f,so i'll write footbridge ,q3nc6
13,g,yes yes okay ,q3nc6
14,g,right ,q3nc6
15,g,go up the side of the page eh straight up until you're level with the footbridge ,q3nc6
16,f,uh-huh ,q3nc6
17,f,okay ,q3nc6
18,g,then cut along to the footbridge ,q3nc6
19,f,underneath ,q3nc6
20,g,no ,q3nc6
21,g,just eh g-- i mean go along the ,q3nc6
22,g,footbridge ,q3nc6
23,f,alright ,q3nc6
24,f,okay ,q3nc6
25,g,just to the end of it ,q3nc6
26,f,right okay ,q3nc6
27,g,have you got poison stream marked by the footbridge ,q3nc6
28,f,n-- eh no the poisoned stream is up in the top left-hand corner ,q3nc6
29,g,right okay ,q3nc6
30,f,okay ,q3nc6
31,g,right well ,q3nc6
32,g,just eh once you get to footbridge go directly down for 'bout an inch and a half ,q3nc6
33,f,right ,q3nc6
34,g,and then along straight along horizontally to your right ,q3nc6
35,f,mmhmm ,q3nc6
36,g,and you've got the old temple marked ,q3nc6
37,f,yeah ,q3nc6
38,g,right okay ,q3nc6
39,g,go up ss-- the left-hand side of the old temple ,q3nc6
40,f,okay ,q3nc6
41,g,now go up eh over the top of ,q3nc6
42,g,have you got the mountain marked ,q3nc6
43,f,yeah ,q3nc6
44,g,okay ,q3nc6
45,g,go over the top of the mountain and then down beneath the abandoned truck just 'til you get to the left-hand side of the abandoned truck ,q3nc6
46,f,okay ,q3nc6
47,f,right ,q3nc6
48,g,you've not got the baboons marked ,q3nc6
49,f,no ,q3nc6
50,g,right okay ,q3nc6
51,g,go down eh about an inch and a half directly down ,q3nc6
52,f,from the abandoned truck ,q3nc6
53,g,yeah ,q3nc6
54,f,right ,q3nc6
55,g,and then horizontally along until you're about half an inch from the left-hand side of the page ,q3nc6
56,f,okay ,q3nc6
57,g,then go straight up and cut in a bit just to the left of the white mountain ,q3nc6
58,f,right ,q3nc6
59,g,and then keep going up eh 'til you're about three inches from the top of the page ,q3nc6
60,g,you've got the pyramid marked ,q3nc6
61,f,yeah ,q3nc6
62,g,right okay ,q3nc6
63,g,now go along 'til you get to the pyramid ,q3nc6
64,f,i've eh i've got a lemon grove ,q3nc6
65,g,lemon grove okay ,q3nc6
66,g,i would just avoid that ,q3nc6
67,f,right okay ,q3nc6
68,f,and across to ,q3nc6
69,g,the pyramid ,q3nc6
70,f,above it or below it ,q3nc6
71,g,above it ,q3nc6
72,f,right ,q3nc6
73,f,right ,q3nc6
74,g,above over the other side ,q3nc6
75,f,uh-huh ,q3nc6
76,g,and then go eh down go along to your left just below the pyramid ,q3nc6
77,f,okay ,q3nc6
78,g,eh go until you're at the left-hand edge of the pyramid ,q3nc6
79,f,uh-huh ,q3nc6
80,g,and then go down at a bit of an angle bit of a southwest angle ,q3nc6
81,f,mmhmm ,q3nc6
82,g,eh for about five inches to where just below the remote village ,q3nc6
83,f,right ,q3nc6
84,g,and the finish is just southeast of the remote village eh so if you go beneath the remote village for about eh well it's about half an inch from the edge of the remote village ,q3nc6
85,f,so i'm on the left-hand side of the remote village right ,q3nc6
86,g,right okay ,q3nc6
87,f,uh-huh ,q3nc6
88,g,just below it ,q3nc6
89,f,right ,q3nc6
90,g,right ,q3nc6
91,g,just go along for about eh three inches two and a half inches ,q3nc6
92,f,what along to the right ,q3nc6
93,g,yeah ,q3nc6
94,f,okay ,q3nc6
95,f,i'm underneath it now ,q3nc6
96,g,and that's where the finish is ,q3nc6
97,g,okay ,q3nc6
98,f,okay ,q3nc6
99,g,finish is just beyond the remote village ,q3nc6
100,f,okay ,q3nc6
0,f,right ,q1nc3
1,g,right ,q1nc3
2,g,well the start is ,q1nc3
3,f,i know the start it's marked down here ,q1nc3
4,g,ah is it the same ,q1nc3
5,f,mmhmm right ,q1nc3
6,f,the diamond mine ,q1nc3
7,g,mmhmm ,q1nc3
8,f,right ,q1nc3
9,g,so you're going vertically downwards about ,q1nc3
10,f,well ,q1nc3
11,f,where are we going to first ,q1nc3
12,g,eh ,q1nc3
13,f,where are we going ,q1nc3
14,g,where are we finishing ,q1nc3
15,f,no ,q1nc3
16,f,where where have we to go by ,q1nc3
17,f,i mean is have you got have you got a walled city ,q1nc3
18,g,uh-huh ,q1nc3
19,g,a walk city ,q1nc3
20,f,a walled city ,q1nc3
21,g,yes ,q1nc3
22,g,but it's further down the page ,q1nc3
23,f,ehm have you got a desert have you got a desert on the right-hand side ,q1nc3
24,g,uh-huh ,q1nc3
25,g,there's a desert ,q1nc3
26,f,the left-hand side i mean ,q1nc3
27,g,on the left-hand side uh-huh ,q1nc3
28,f,uh-huh ,q1nc3
29,f,underneath the diamond mine ,q1nc3
30,g,underneath ,q1nc3
31,g,to the left ,q1nc3
32,f,uh-huh ,q1nc3
33,f,so do you go by a desert ,q1nc3
34,g,no ,q1nc3
35,f,like ,q1nc3
36,f,which side do you go round ,q1nc3
37,g,you're going vertically downwards past the diamond mine ,q1nc3
38,f,straight down ,q1nc3
39,g,you know just c-- you're curving just curving round the diamond ,q1nc3
40,f,uh-huh ,q1nc3
41,g,mine uh-huh ,q1nc3
42,f,uh-huh ,q1nc3
43,f,curve round ,q1nc3
44,f,to your right ,q1nc3
45,g,uh-huh ,q1nc3
46,f,right right underneath the diamond mine ,q1nc3
47,f,where do i stop ,q1nc3
48,g,well do ,q1nc3
49,g,have you got a graveyard sort of in the middle of the page on a level to the c-- er diamond mine ,q1nc3
50,f,no ,q1nc3
51,f,i've got a fast running creek ,q1nc3
52,g,a fast flowing river eh ,q1nc3
53,f,no ,q1nc3
54,f,where's that ,q1nc3
55,f,mmhmm eh ,q1nc3
56,f,canoes ,q1nc3
57,g,where is that ,q1nc3
58,f,eh the fast running creek is at the top right-hand side of the page beside diamond mine ,q1nc3
59,f,no ,q1nc3
60,g,the diamond mine is that on the right-hand side of your page ,q1nc3
61,f,it's the left-hand side ,q1nc3
62,g,ah ,q1nc3
63,g,the fast flowing river is at the top ,q1nc3
64,f,right ,q1nc3
65,g,right that's i've got that ,q1nc3
66,f,underneath that's canoes ,q1nc3
67,f,no ,q1nc3
68,f,have you got an apache camp ,q1nc3
69,g,ehm i've got uh-huh ,q1nc3
70,g,carved wooden pole ,q1nc3
71,f,yeah ,q1nc3
72,f,no i don't have that ,q1nc3
73,g,er that's the s-- that's the apache camp ,q1nc3
74,g,ss ,q1nc3
75,f,right so w-- anyway so at the diamond mine right ,q1nc3
76,g,mmhmm ,q1nc3
77,f,and i have to curve underneath ,q1nc3
78,f,start go down come underneath the diamond mine ,q1nc3
79,g,curve underneath ,q1nc3
80,g,have you got s-- see between the fast flowing river and the diamond mine have you got anything ,q1nc3
81,f,nope ,q1nc3
82,g,right so ,q1nc3
83,f,got canoes ,q1nc3
84,g,i've got a graveyard there ,q1nc3
85,f,right i see ,q1nc3
86,f,whereabouts is that ,q1nc3
87,g,eh really just right in the middle of the two the fast flowing mine fast flowing river and the diamond mine ,q1nc3
88,f,s-- right ,q1nc3
89,f,so where've i to go have i to go round that graveyard or something ,q1nc3
90,g,uh-huh ,q1nc3
91,g,you've to miss the graveyard so if you ,q1nc3
92,g,right you've curved round right ,q1nc3
93,f,i've g-- right i mean that i i'm still at diamond mine so i'm not sure where to go ,q1nc3
94,g,mmhmm ,q1nc3
95,g,so ,q1nc3
96,g,if you go o-- ,q1nc3
97,g,well just start slightly going up the way ,q1nc3
98,f,mmhmm ,q1nc3
99,f,to the fast running creek ,q1nc3
100,g,and right ,q1nc3
101,g,imagine there's a graveyard ,q1nc3
102,g,right ,q1nc3
103,f,mmhmm ,q1nc3
104,g,right ,q1nc3
105,g,just in the centre of the diamond mine ,q1nc3
106,f,uh-huh ,q1nc3
107,g,and the fast flowing river just imagine that ,q1nc3
108,g,right ,q1nc3
109,f,uh-huh ,q1nc3
110,g,and you j-- you're going round that you're going round the graveyard ,q1nc3
111,f,like as above it ,q1nc3
112,g,no ,q1nc3
113,g,below it ,q1nc3
114,f,right ,q1nc3
115,f,so just slightly below it then ,q1nc3
116,g,mmhmm ,q1nc3
117,f,to where ,q1nc3
118,g,so you're sort of curving round to the graveyard ,q1nc3
119,f,uh-huh ,q1nc3
120,f,right okay ,q1nc3
121,f,right ,q1nc3
122,g,right ,q1nc3
123,f,right ,q1nc3
124,f,so we're going slightly up ,q1nc3
125,g,you're going round the graveyard ,q1nc3
126,g,uh-huh ,q1nc3
127,f,but i can't imagine where the graveyard is right ,q1nc3
128,g,i know you don't ,q1nc3
129,g,right ,q1nc3
130,g,it's just ,q1nc3
131,g,just imagine it's the same size as the diamond mine and the fast flowing river i-- right but it's parked in the middle ,q1nc3
132,f,right right okay ,q1nc3
133,f,so where are we now ,q1nc3
134,g,so ,q1nc3
135,f,so i've to go round ,q1nc3
136,g,if mmhmm ,q1nc3
137,f,but where am i going after that ,q1nc3
138,f,i've got to know where i'm going this is it ,q1nc3
139,g,you've to you're going round the top of the fast flowing river after you've avoided the graveyard ,q1nc3
140,f,right ,q1nc3
141,f,and i curve right round the fast flowing river then ,q1nc3
142,g,uh-huh mmhmm ,q1nc3
143,f,where to ,q1nc3
144,g,well right ,q1nc3
145,g,you go round ,q1nc3
146,g,then ,q1nc3
147,f,have you got canoes ,q1nc3
148,g,no ,q1nc3
149,f,have you got apache camp ,q1nc3
150,g,oh uh-huh i've got an apache camp ,q1nc3
151,g,it's maybe ,q1nc3
152,f,see where you see where fast running creek is and the apache camp ,q1nc3
153,g,mmhmm ,q1nc3
154,f,bang splat in the middle of that right i've got canoes ,q1nc3
155,f,right ,q1nc3
156,g,i don't ,q1nc3
157,f,right so ,q1nc3
158,f,have you got oh you've got you know i've got to go round that so ,q1nc3
159,g,uh-huh ,q1nc3
160,f,so where are we ,q1nc3
161,g,so if you right ,q1nc3
162,g,in line with the fast flowing river if you come down maybe one and a half inches ,q1nc3
163,f,mmhmm ,q1nc3
164,g,eh have you got a carved wooden pole ,q1nc3
165,f,yeah ,q1nc3
166,f,but it's away down at the bottom of the page ,q1nc3
167,g,oh right ,q1nc3
168,g,and where's your apache camp ,q1nc3
169,f,just before we're halfway down the page ,q1nc3
170,f,do-- have you got flat rocks ,q1nc3
171,g,mmhmm ,q1nc3
172,f,right ,q1nc3
173,f,it's just above that it's about a couple of inches but up above that ,q1nc3
174,g,yeah that's right ,q1nc3
175,g,so if you like c-- curve round the ,q1nc3
176,f,apache camp ,q1nc3
177,g,no ,q1nc3
178,g,don't curve round it j-- ,q1nc3
179,g,just you're going m-- forty-five degree angle eh towards the bottom eh left of the page you're going that way you know ,q1nc3
180,f,towards the walled city ,q1nc3
181,g,uh-huh ,q1nc3
182,f,right ,q1nc3
183,f,so i'm going round ,q1nc3
184,g,and you're going round the outside of the walled city ,q1nc3
185,f,on what s-- on what side ,q1nc3
186,g,you're going round the top of the walled city and round the left of it on the left-hand side ,q1nc3
187,f,so ,q1nc3
188,f,and that's at an angle of forty-five degrees ,q1nc3
189,g,no ,q1nc3
190,f,right i see right ,q1nc3
191,f,so from the walled city to where i am just there it's at a forty-five degree angle to where i just wa-- came from ,q1nc3
192,g,no ,q1nc3
193,f,right see where the fast running creek is right ,q1nc3
194,g,yes ,q1nc3
195,f,i've just come down a couple of inches ,q1nc3
196,g,you've come down about one and a half inches ,q1nc3
197,f,uh-huh ,q1nc3
198,g,right so ,q1nc3
199,g,if you do it then do a forty-five degree line for maybe about three inches 'til you're probably in line with the top of the walled city ,q1nc3
200,f,erm ,q1nc3
201,g,that height what you're you've to come down the middle of the page take the forty-five degree line down to the middle of the page ,q1nc3
202,g,right ,q1nc3
203,f,so i should be around the middle of the page ,q1nc3
204,g,no not the mi-- the centre no not ,q1nc3
205,f,see where i am just now right ,q1nc3
206,f,i've come i've come round the top of the fast running creek ,q1nc3
207,g,uh-huh ,q1nc3
208,f,so i'm really i'd be about i'd be about an inch from the end of the page ,q1nc3
209,g,that's right ,q1nc3
210,f,and i'm going straight down from that so still i'm an inch away from the page the end of the page ,q1nc3
211,g,uh-huh ,q1nc3
212,g,so now you've got to take it take your line to the left 'til you come into ,q1nc3
213,f,towards the walled city ,q1nc3
214,g,uh-huh ,q1nc3
215,f,right so i'm above the walled city now and i've curved right round it ,q1nc3
216,g,yes ,q1nc3
217,g,mmhmm ,q1nc3
218,f,i'm just into the left so i'm down at the left-hand side of the page i'm just at the bottom of the walled city ,q1nc3
219,g,the walled city is just above the cen-- halfway up the page right ,q1nc3
220,f,uh-huh uh-huh uh-huh ,q1nc3
221,g,and you've you've just curved round that ,q1nc3
222,f,towards the left ,q1nc3
223,f,uh-huh ,q1nc3
224,g,and how far is it away from the left-hand side of the page ,q1nc3
225,f,about two inches ,q1nc3
226,g,that's fine ,q1nc3
227,g,so if you've i-- yeah you've curved round ,q1nc3
228,f,mmhmm ,q1nc3
229,g,right ,q1nc3
230,g,are you in line with the bottom of the walled city ,q1nc3
231,f,bottom of it have i got to be in line with that ,q1nc3
232,f,have i to cut ,q1nc3
233,g,no ,q1nc3
234,g,right ,q1nc3
235,g,just take it down there so i can tell you how many more inches to go down ,q1nc3
236,f,so i'm at bottom where the writing is of the walled city so i'm just just t-- in a straight line down there curve right round it 'til i'm there ,q1nc3
237,g,uh-huh just there yeah ,q1nc3
238,g,so uh-huh ,q1nc3
239,f,and er am i going back to the right now ,q1nc3
240,g,no ,q1nc3
241,g,you're going straight down ,q1nc3
242,f,i'm going straight down right ,q1nc3
243,g,in a slight curve you're taking it down maybe about to as far as a a third of the way up the page ,q1nc3
244,f,mmhmm ,q1nc3
245,f,i'm taking it down there ,q1nc3
246,g,you're com-- ,q1nc3
247,g,uh-huh ,q1nc3
248,f,in a curve ,q1nc3
249,g,just a very slight curve you know really just about vertically you're going down ,q1nc3
250,f,mmhmm ,q1nc3
251,g,so right ,q1nc3
252,f,mmhmm ,q1nc3
253,f,so ,q1nc3
254,g,now ,q1nc3
255,f,i'm at ghost town ,q1nc3
256,g,no ,q1nc3
257,g,oh i've got another carved wooden pole down the page as well ,q1nc3
258,f,that's uh-huh that's where uh-huh ,q1nc3
259,f,i can see that ,q1nc3
260,g,uh-huh ,q1nc3
261,g,and the flat rocks i've ,q1nc3
262,f,ard-- ,q1nc3
263,g,in the middle of the page ,q1nc3
264,f,no ,q1nc3
265,f,they're more like to the right-hand side ,q1nc3
266,g,ah halfway up i mean ,q1nc3
267,f,mmhmm ,q1nc3
268,f,so see where i tell you've got a carved wooden pole and a walled city right ,q1nc3
269,g,to the right ,q1nc3
270,f,see the carved wooden pole at the bottom of the page near where the three ,q1nc3
271,f,can you see a fort ,q1nc3
272,g,yes ,q1nc3
273,f,right ,q1nc3
274,g,at the v-- ,q1nc3
275,f,see above it that's the carved wooden pole ,q1nc3
276,g,uh-huh ,q1nc3
277,f,and the right ,q1nc3
278,g,you should be about an inch and a half above that though shouldn't be down that far yet ,q1nc3
279,f,that's what i mean uh-huh ,q1nc3
280,f,but but see where the carved wooden pole is and you've got see between the walled city and the carved wooden pole ,q1nc3
281,g,uh-huh ,q1nc3
282,f,i've got a ghost town ,q1nc3
283,g,oh have you ,q1nc3
284,f,mmhmm ,q1nc3
285,g,i don't have anything ,q1nc3
286,f,right well ,q1nc3
287,f,so where am i going from walled city ,q1nc3
288,f,i'm at the ghost town that's it ri-- right between the carved pole and the walled city i'm right in the middle of that ,q1nc3
289,g,right ,q1nc3
290,g,well you should curve just you you'll have to go below the ,q1nc3
291,f,ghost town ,q1nc3
292,g,uh-huh ,q1nc3
293,f,right i s-- aye ,q1nc3
294,g,right just curve round it ,q1nc3
295,f,mmhmm ,q1nc3
296,g,and have you got a stone creek ,q1nc3
297,f,mmhmm ,q1nc3
298,g,where's that ,q1nc3
299,g,is that about a third of the way u-- up the page ,q1nc3
300,f,uh-huh mmhmm ,q1nc3
301,f,to like right-hand side ,q1nc3
302,g,right ,q1nc3
303,g,well you're going above that ,q1nc3
304,f,mmhmm ,q1nc3
305,g,and you're going up to where the flat rocks are you're just curving up ,q1nc3
306,f,mmhmm ,q1nc3
307,g,you're avoiding the stone creek in but you're below the flat rocks just very close to the flat rocks ,q1nc3
308,f,below the flat rocks ,q1nc3
309,g,uh-huh ,q1nc3
310,f,uh-huh ,q1nc3
311,f,and i go underneath the flat rocks ,q1nc3
312,g,so it's just like a c-- ,q1nc3
313,g,uh-huh ,q1nc3
314,g,it's like a curve ,q1nc3
315,f,right ,q1nc3
316,g,and then ,q1nc3
317,g,so if you take your line to the end of the flat rocks ,q1nc3
318,f,uh-huh ,q1nc3
319,f,there's saloon bar ,q1nc3
320,g,then you're going ,q1nc3
321,g,no ,q1nc3
322,f,right okay ,q1nc3
323,f,you got buffalo ,q1nc3
324,g,mmhmm ,q1nc3
325,g,that's down at the bottom right ,q1nc3
326,f,bottom pa-- ,q1nc3
327,f,uh-huh bottom right uh-huh ,q1nc3
328,g,well ,q1nc3
329,g,what you're doing is you're you should be about an in-- an inch off the end of the page ,q1nc3
330,f,uh-huh i am just now ,q1nc3
331,g,the right ,q1nc3
332,f,uh-huh ,q1nc3
333,g,so you're just it's a vertical line basically down eh ,q1nc3
334,f,to the buffalo ,q1nc3
335,g,round the b-- the buffalos ,q1nc3
336,g,uh-huh ,q1nc3
337,f,round the buffalos ,q1nc3
338,g,uh-huh ,q1nc3
339,f,what do you mean like right round ,q1nc3
340,g,below the buffalo ,q1nc3
341,f,uh-huh ,q1nc3
342,g,right ,q1nc3
343,f,uh-huh ,q1nc3
344,g,so have you got a cattle ranch ,q1nc3
345,f,to where ,q1nc3
346,f,no ,q1nc3
347,g,have you got anyth-- ,q1nc3
348,f,i take it it's between the fort and the buffalo ,q1nc3
349,g,have you got anything there ,q1nc3
350,f,no ,q1nc3
351,g,well ,q1nc3
352,g,if you right you've curved round below the buffalo ,q1nc3
353,f,the buffalo ,q1nc3
354,f,mmhmm ,q1nc3
355,g,if you just maybe imagine there's a cattle ranch there ,q1nc3
356,g,right ,q1nc3
357,g,just after the buffalo ,q1nc3
358,f,right between the buffalo and the fort ,q1nc3
359,g,between the fort uh-huh ,q1nc3
360,f,mmhmm ,q1nc3
361,g,and it's more in line with the fort ,q1nc3
362,g,right ,q1nc3
363,f,uh-huh ,q1nc3
364,g,so you know how you've curved round ,q1nc3
365,f,mmhmm ,q1nc3
366,g,where the buffalos are ,q1nc3
367,g,you've you'll have to you know ,q1nc3
368,f,curve round again sort of thing ,q1nc3
369,g,do a bump ,q1nc3
370,f,right i know where you are have to bump ,q1nc3
371,g,in your route ,q1nc3
372,f,and you go round again to the fort ,q1nc3
373,g,uh mmhmm ,q1nc3
374,f,that's the end ,q1nc3
375,g,bump in your route and then round to the fort ,q1nc3
376,g,and the finish is above the fort maybe about an inch above the fort ,q1nc3
377,f,so on what side on the left or right ,q1nc3
378,g,on the left-hand side ,q1nc3
379,f,on the left-hand side of the fort ,q1nc3
380,g,mmhmm ,q1nc3
381,f,so i've got to go right round the f-- ,q1nc3
382,g,on the left-hand side you've ,q1nc3
383,f,i've got to go right round the fort ,q1nc3
384,g,uh-huh ,q1nc3
385,f,right ,q1nc3
386,g,you know you've got to go below the fort ,q1nc3
387,f,uh-huh ,q1nc3
388,f,right round to about the is it near the carved wooden pole then the finish ,q1nc3
389,g,yes ,q1nc3
390,g,it's in line with the carved wooden pole except it's an inch from the ,q1nc3
391,f,the fort ,q1nc3
392,g,no ,q1nc3
393,g,an inch from the left-hand side of the page ,q1nc3
394,f,right uh-huh i'm there ,q1nc3
395,g,is that you ,q1nc3
396,f,i-- but is the finishing point at the fort ,q1nc3
397,g,no ,q1nc3
398,g,it's above ,q1nc3
399,f,right above the fort och i've just got a general gist there ,q1nc3
400,g,'bout an inch above the fort ,q1nc3
401,f,right okay ,q1nc3
402,g,that's it ,q1nc3
403,f,right ,q1nc3
0,f,right ,q2ec5
1,g,right mm ,q2ec5
2,g,have you got a missionary camp down the bottom ,q2ec5
3,f,yes ,q2ec5
4,g,then that's where your start is ,q2ec5
5,f,mmhmm ,q2ec5
6,g,right ,q2ec5
7,f,that's right ,q2ec5
8,g,okay well ,q2ec5
9,g,you need to go ehm travel left about an inch and then go down along the side of the missionary camp so you're going downwards just running along parallel to it ,q2ec5
10,f,right okay ,q2ec5
11,g,okay ,q2ec5
12,g,down so that you're about an inch above the bottom of the map ,q2ec5
13,f,right ,q2ec5
14,g,okay ,q2ec5
15,g,now ,q2ec5
16,g,you have you got a some gorillas over on the left ,q2ec5
17,f,no ,q2ec5
18,f,i've got a banana tree though ,q2ec5
19,g,alright that's probably ,q2ec5
20,g,do you think that's probably the same ,q2ec5
21,f,yeah that's probably about it ,q2ec5
22,g,mm yeah ,q2ec5
