corpus,file,dyad,index,speaker,start,stop,text,theme,theme_role,theme_index
cheese,Cheese-MA_PC,MAPC,124,MA,250.24,251.775,mh ça va encore celui de la semaine dernière ça va,le cours de sémantique,f,45.0
cheese,Cheese-MA_PC,MAPC,125,MA,252.44,253.505,tu avais écouté,le cours de sémantique,f,46.0
cheese,Cheese-MA_PC,MAPC,126,PC,253.58,254.31,oui ah oui,le cours de sémantique,g,47.0
cheese,Cheese-MA_PC,MAPC,127,PC,254.595,255.955,non attends la semaine dernière j'ai écouté,le cours de sémantique,g,48.0
cheese,Cheese-MA_PC,MAPC,128,PC,256.63,257.25,j'étais à fond même,le cours de sémantique,g,49.0
cheese,Cheese-MA_PC,MAPC,129,PC,257.52,257.905,rappelle-toi,le cours de sémantique,g,50.0
cheese,Cheese-MA_PC,MAPC,130,MA,258.22,260.005,ouais,le cours de sémantique,f,51.0
cheese,Cheese-MA_PC,MAPC,131,PC,260.19,261.76,rarement je le suis mais là j'étais à fond,le cours de sémantique,g,52.0
cheese,Cheese-MA_PC,MAPC,132,MA,262.775,265.99733,ça dépend en fait ça dépend des semaines quoi il y a des semaines où c'est super clair super,le cours de sémantique,f,53.0
cheese,Cheese-MA_PC,MAPC,133,MA,266.05,267.05518,enfin où ça va en fait,le cours de sémantique,f,54.0
cheese,Cheese-MA_PC,MAPC,134,MA,267.3,268.36966,et il y a des semaines où pas du tout,le cours de sémantique,f,55.0
cheese,Cheese-MA_PC,MAPC,135,PC,267.495,267.71,mh,le cours de sémantique,g,56.0
cheese,Cheese-MA_PC,MAPC,136,MA,269.10518,270.445,ça va trop vite c'est trop,le cours de sémantique,f,57.0
cheese,Cheese-MA_PC,MAPC,137,PC,269.13,271.28,je pense qu'il faudra qu'on s'organise pour euh,le cours de sémantique,g,58.0
cheese,Cheese-MA_PC,MAPC,138,PC,272.115,273.845,pour bosser ensemble monsieur le génie,le cours de sémantique,g,59.0
cheese,Cheese-MA_PC,MAPC,139,MA,274.585,275.86,mh je suis pas un génie et,le cours de sémantique,f,60.0
cheese,Cheese-MA_PC,MAPC,140,PC,275.905,276.655,je veux tes notes,le cours de sémantique,g,61.0
cheese,Cheese-MA_PC,MAPC,141,MA,277.38,278.25,pourquoi pas hein,le cours de sémantique,f,62.0
cheese,Cheese-MA_PC,MAPC,142,PC,279.845,280.06,ouais,le cours de sémantique,g,63.0
cheese,Cheese-MA_PC,MAPC,143,MA,279.87,280.39,pourquoi pas,le cours de sémantique,f,64.0
cheese,Cheese-MA_PC,MAPC,144,PC,281.2049,281.515,carrément,le cours de sémantique,g,65.0
cheese,Cheese-MA_PC,MAPC,145,PC,283.17,283.605,enfin voilà,le cours de sémantique,g,66.0
cheese,Cheese-MA_PC,MAPC,146,PC,284.055,286.63,du coup après là du là tu c'est sûr tu vas pas en,transition,,0.0
cheese,Cheese-MA_PC,MAPC,147,MA,286.9695,287.51,non,transition,,1.0
cheese,Cheese-MA_PC,MAPC,148,PC,287.78793,288.165,c'est sûr,,,0.0
cheese,Cheese-MA_PC,MAPC,149,MA,288.3692,288.945,ah ouais,le cours d'après : le dossier,g,0.0
cheese,Cheese-MA_PC,MAPC,150,PC,289.875,290.23,du coup tu as,le cours d'après : le dossier,f,1.0
cheese,Cheese-MA_PC,MAPC,151,MA,290.075,292.20186,je peux pas je l'ai pas fini attends ce matin j'étais dans le bus,le cours d'après : le dossier,g,2.0
cheese,Cheese-MA_PC,MAPC,152,MA,292.95498,294.18,à euh sept heure du mat quoi,le cours d'après : le dossier,g,3.0
cheese,Cheese-MA_PC,MAPC,153,MA,294.855,295.45635,et euh,le cours d'après : le dossier,g,4.0
cheese,Cheese-MA_PC,MAPC,154,MA,295.58949,297.98599,et j'ai continué le j'ai continué le le dossier quoi,le cours d'après : le dossier,g,5.0
cheese,Cheese-MA_PC,MAPC,155,MA,298.605,299.2612,à sept heures du mat,le cours d'après : le dossier,g,6.0
cheese,Cheese-MA_PC,MAPC,156,PC,298.645,299.315,mais tu l'as commencé,le cours d'après : le dossier,f,7.0
cheese,Cheese-MA_PC,MAPC,157,MA,299.775,300.835,oui oui ben je l'ai,le cours d'après : le dossier,g,8.0
cheese,Cheese-MA_PC,MAPC,158,PC,300.325,300.98498,tu as combien de pages,le cours d'après : le dossier,f,9.0
cheese,Cheese-MA_PC,MAPC,159,MA,301.145,304.365,mais je sais même pas où j'en suis en fait je saurais même pas te dire à combien de pour cent j'en suis du truc quoi,le cours d'après : le dossier,g,10.0
cheese,Cheese-MA_PC,MAPC,160,PC,304.8,305.365,tu as écrit combien,le cours d'après : le dossier,f,11.0
cheese,Cheese-MA_PC,MAPC,161,MA,306.935,310.03,ben rédigé rédigé final j'ai écrit une demie page,le cours d'après : le dossier,g,12.0
cheese,Cheese-MA_PC,MAPC,162,PC,310.315,310.595,ok,le cours d'après : le dossier,f,13.0
cheese,Cheese-MA_PC,MAPC,163,PC,310.99,312.205,et tu as abordé quoi pour l'instant,le cours d'après : le dossier,f,14.0
cheese,Cheese-MA_PC,MAPC,164,MA,313.815,315.99,euh j'ai posé genre deux trois questions,le cours d'après : le dossier,g,15.0
cheese,Cheese-MA_PC,MAPC,165,MA,317.04826,319.57967,style euh,le cours d'après : le dossier,g,16.0
cheese,Cheese-MA_PC,MAPC,166,PC,317.58,318.09,ok,le cours d'après : le dossier,f,17.0
cheese,Cheese-MA_PC,MAPC,167,MA,320.19,322.1,est ce qu'on peut dire que un sourd euh,le cours d'après : le dossier,g,18.0
cheese,Cheese-MA_PC,MAPC,168,MA,322.57,324.62418,enfin est ce qu'un sourd peut apprendre de la musique,le cours d'après : le dossier,g,19.0
cheese,Cheese-MA_PC,MAPC,169,PC,325.335,325.57,mh,le cours d'après : le dossier,f,20.0
cheese,Cheese-MA_PC,MAPC,170,MA,325.615,327.515,est ce qu'on peut dire euh enfin qu'est ce qu'un musicien,le cours d'après : le dossier,g,21.0
cheese,Cheese-MA_PC,MAPC,171,MA,327.69866,329.23,qu'est ce qu'on appelle musicien est-ce que euh,le cours d'après : le dossier,g,22.0
cheese,Cheese-MA_PC,MAPC,172,MA,329.765,332.035,euh est ce qu'un débutant débutant est,le cours d'après : le dossier,g,23.0
cheese,Cheese-MA_PC,MAPC,173,PC,330.53,330.865,ok,le cours d'après : le dossier,f,24.0
cheese,Cheese-MA_PC,MAPC,174,MA,332.265,335.53,musicien au même titre que un un mec euh un pro quoi,le cours d'après : le dossier,g,25.0
cheese,Cheese-MA_PC,MAPC,175,PC,335.235,335.64,ok,le cours d'après : le dossier,f,26.0
cheese,Cheese-MA_PC,MAPC,176,PC,335.83098,336.10611,d'ac,le cours d'après : le dossier,f,27.0
cheese,Cheese-MA_PC,MAPC,177,MA,335.95498,336.19,tu vois,le cours d'après : le dossier,g,28.0
cheese,Cheese-MA_PC,MAPC,178,MA,336.43,338.465,des des trucs un peu à la frontière euh,le cours d'après : le dossier,g,29.0
cheese,Cheese-MA_PC,MAPC,179,PC,336.50304,336.61015,ouais,le cours d'après : le dossier,f,30.0
cheese,Cheese-MA_PC,MAPC,180,MA,339.555,340.05,de la philo quoi,le cours d'après : le dossier,g,31.0
cheese,Cheese-MA_PC,MAPC,181,MA,340.315,341.25,mais euh,le cours d'après : le dossier,g,32.0
cheese,Cheese-MA_PC,MAPC,182,PC,340.95498,341.305,tu aimes bien,le cours d'après : le dossier,f,33.0
cheese,Cheese-MA_PC,MAPC,183,MA,342.125,343.385,mais voilà j'ai posé deux trois questions,le cours d'après : le dossier,g,34.0
cheese,Cheese-MA_PC,MAPC,184,MA,344.185,345.025,et je suis en train d'y répondre,le cours d'après : le dossier,g,35.0
cheese,Cheese-MA_PC,MAPC,185,MA,345.355,348.665,mais ça m'a mais ça m'a pris quoi une demie page sur des mais rien il y a pas,le cours d'après : le dossier,g,36.0
cheese,Cheese-MA_PC,MAPC,186,PC,345.445,347.195,mais tu as des ouvrages enfin tu t'appuies sur quoi du coup,le cours d'après : le dossier,f,37.0
cheese,Cheese-MA_PC,MAPC,187,MA,348.885,349.74,et c'est pas documenté,le cours d'après : le dossier,g,38.0
cheese,Cheese-MA_PC,MAPC,188,MA,350.73584,351.32,sur internet c'est,le cours d'après : le dossier,g,39.0
cheese,Cheese-MA_PC,MAPC,189,MA,351.62599,352.945,c'est quasiment pas documenté ça,le cours d'après : le dossier,g,40.0
cheese,Cheese-MA_PC,MAPC,190,MA,353.92516,355.60764,je suis tombé en ouais je suis tombé sur un truc bien,le cours d'après : le dossier,g,41.0
cheese,Cheese-MA_PC,MAPC,191,PC,356.035,356.335,vas y,le cours d'après : le dossier,f,42.0
cheese,Cheese-MA_PC,MAPC,192,MA,356.41,358.04544,je suis tombé sur euh,le cours d'après : le dossier,g,43.0
cheese,Cheese-MA_PC,MAPC,193,MA,358.41,360.20692,à paris il y a un truc qui s'appelle la cité de la musique,le cours d'après : le dossier,g,44.0
cheese,Cheese-MA_PC,MAPC,194,PC,360.38736,360.51692,ouais,le cours d'après : le dossier,f,45.0
cheese,Cheese-MA_PC,MAPC,195,MA,360.7,362.095,et en 2005 il y a eu une conférence,le cours d'après : le dossier,g,46.0
cheese,Cheese-MA_PC,MAPC,196,MA,362.45095,363.53832,qui s'appelait euh,le cours d'après : le dossier,g,47.0
cheese,Cheese-MA_PC,MAPC,197,MA,364.2,365.51,musique et surdité,le cours d'après : le dossier,g,48.0
cheese,Cheese-MA_PC,MAPC,198,PC,365.72633,365.99178,ok,le cours d'après : le dossier,f,49.0
cheese,Cheese-MA_PC,MAPC,199,MA,366.56,368.945,et genre tu as euh je sais pas peut être une dizaine d'intervenants,le cours d'après : le dossier,g,50.0
cheese,Cheese-MA_PC,MAPC,200,MA,369.545,375.41,euh des sociologues des profs de musique des machins qui sont intervenus et qui ont fait chacun un petit speech de dix minutes quoi tu vois,le cours d'après : le dossier,g,51.0
cheese,Cheese-MA_PC,MAPC,201,MA,376.345,377.45,pour expliquer sur quoi ils bossent,le cours d'après : le dossier,g,52.0
cheese,Cheese-MA_PC,MAPC,202,PC,377.73,377.98,mh,le cours d'après : le dossier,f,53.0
cheese,Cheese-MA_PC,MAPC,203,MA,378.225,379.11097,et euh,le cours d'après : le dossier,g,54.0
cheese,Cheese-MA_PC,MAPC,204,MA,379.49,380.34348,leurs expériences quoi,le cours d'après : le dossier,g,55.0
cheese,Cheese-MA_PC,MAPC,205,MA,381.07893,381.785,et je suis tombé sur ça,le cours d'après : le dossier,g,56.0
cheese,Cheese-MA_PC,MAPC,206,MA,382.395,382.80703,mais euh,le cours d'après : le dossier,g,57.0
cheese,Cheese-MA_PC,MAPC,207,PC,383.2,384.375,et avec ça tu arrives pas à,le cours d'après : le dossier,f,58.0
cheese,Cheese-MA_PC,MAPC,208,MA,384.49,384.975,mais c'est court,le cours d'après : le dossier,g,59.0
cheese,Cheese-MA_PC,MAPC,209,PC,385.64011,385.845,ah ouais,le cours d'après : le dossier,f,60.0
cheese,Cheese-MA_PC,MAPC,210,MA,386.335,388.315,c'est hyper court et c'est hyper euh enfin faut,le cours d'après : le dossier,g,61.0
cheese,Cheese-MA_PC,MAPC,211,MA,388.41102,390.165,faut réussir à le synthétiser le machin tu vois,le cours d'après : le dossier,g,62.0
cheese,Cheese-MA_PC,MAPC,212,MA,390.81,391.45,enfin je trouve ça,le cours d'après : le dossier,g,63.0
cheese,Cheese-MA_PC,MAPC,213,MA,391.62175,392.355,je trouve ça compliqué,le cours d'après : le dossier,g,64.0
cheese,Cheese-MA_PC,MAPC,214,PC,393.05421,393.31044,mh,le cours d'après : le dossier,f,65.0
cheese,Cheese-MA_PC,MAPC,215,MA,393.485,395.07,trop trop épars trop euh,le cours d'après : le dossier,g,66.0
cheese,Cheese-MA_PC,MAPC,216,PC,397.06882,398.00421,qu'est ce qui nous arrive,le cours d'après : le dossier,f,67.0
cheese,Cheese-MA_PC,MAPC,217,MA,397.23,400.23,enfin du coup voilà du coup je sais pas euh je sais pas ce que je vais donner mais euh,le cours d'après : le dossier,g,68.0
cheese,Cheese-MA_PC,MAPC,218,MA,400.545,402.18,et puis faut que je le faut que je le rende ce soir quoi,le cours d'après : le dossier,g,69.0
cheese,Cheese-MA_PC,MAPC,219,PC,402.87594,404.285,faut qu'on nous bouge un peu les fesses non,transition,,0.0
cheese,Cheese-MA_PC,MAPC,220,MA,405.255,405.435,mh,transition,,1.0
cheese,Cheese-MA_PC,MAPC,221,PC,405.79309,406.64366,faudrait qu'on se réveille,transition,,2.0
cheese,Cheese-MA_PC,MAPC,222,MA,406.65,408.08,non mais là là c'est là c'est,,,0.0
cheese,Cheese-MA_PC,MAPC,223,MA,408.62,410.26877,en fait je croyais après les vacances,la surcharge de travail,g,0.0
cheese,Cheese-MA_PC,MAPC,224,MA,410.315,411.295,après les partiels ça allait,la surcharge de travail,g,1.0
cheese,Cheese-MA_PC,MAPC,225,PC,411.445,412.8,c'est clair alors que pas du tout,la surcharge de travail,f,2.0
cheese,Cheese-MA_PC,MAPC,226,MA,412.105,415.8,tu vois ce que je veux dire genre il allait y avoir un petit une petite période de creux j'allais pouvoir les lire des trucs et tout,la surcharge de travail,g,3.0
cheese,Cheese-MA_PC,MAPC,227,MA,416.16,417.01,mais en fait que dalle,la surcharge de travail,g,4.0
cheese,Cheese-MA_PC,MAPC,228,PC,417.29318,418.79,j'ai emprunté des livres à la b.u.,la surcharge de travail,f,5.0
cheese,Cheese-MA_PC,MAPC,229,PC,419.13,422.9553,j'ai déjà reçu le mail comme quoi il faut que je les rende je les ai même pas ouverts,la surcharge de travail,f,6.0
cheese,Cheese-MA_PC,MAPC,230,MA,420.365,422.435,c'est ça moi aussi,la surcharge de travail,g,7.0
cheese,Cheese-MA_PC,MAPC,231,MA,422.83723,423.855,c'est pareil,la surcharge de travail,g,8.0
cheese,Cheese-MA_PC,MAPC,232,MA,424.505,426.885,j'ai reçu genre mais en plus j'en ai commandé euh quoi peut être huit quoi,la surcharge de travail,g,9.0
cheese,Cheese-MA_PC,MAPC,233,MA,427.15,429.6,rien de enfin ridicule quoi d'où j'ai le temps de lire,la surcharge de travail,g,10.0
cheese,Cheese-MA_PC,MAPC,234,MA,429.805,432.47555,déjà rien qu'un livre j'en ai commandé huit quoi,la surcharge de travail,g,11.0
cheese,Cheese-MA_PC,MAPC,235,MA,433.01,433.425,rien à voir,la surcharge de travail,g,12.0
cheese,Cheese-MA_PC,MAPC,236,PC,434.24639,434.8,c'est clair,la surcharge de travail,f,13.0
cheese,Cheese-MA_PC,MAPC,237,MA,434.35,435.815,enfin n'importe quoi du coup euh,la surcharge de travail,g,14.0
cheese,Cheese-MA_PC,MAPC,238,PC,435.73958,436.23,je te jure,la surcharge de travail,f,15.0
cheese,Cheese-MA_PC,MAPC,239,MA,436.26,440.32,du coup ouais j'ai commencé un soir pareil les trucs de retour j'ai même pas lu une demie page quoi c'est n'importe quoi,la surcharge de travail,g,16.0
cheese,Cheese-MA_PC,MAPC,240,PC,439.83,441.065,ah non c'est horrible quoi,la surcharge de travail,f,17.0
cheese,Cheese-MA_PC,MAPC,241,PC,441.735,444.945,non mais d'autant que moi et là il faut absolument que je relise toutes les lectures de,la surcharge de travail,f,18.0
cheese,Cheese-MA_PC,MAPC,242,PC,445.315,445.77,de phono,la surcharge de travail,f,19.0
cheese,Cheese-MA_PC,MAPC,243,PC,446.69,447.47,et que euh,la surcharge de travail,f,20.0
cheese,Cheese-MA_PC,MAPC,244,MA,447.175,450.655,mais oui mais mais mais en plus c'est genre dans dans deux semaines quoi c'est dans deux semaines,la surcharge de travail,g,21.0
cheese,Cheese-MA_PC,MAPC,245,PC,448.53,450.015,et qu'on refasse tous les exos,la surcharge de travail,f,22.0
cheese,Cheese-MA_PC,MAPC,246,PC,450.61,452.305,le partiel de morpho est la semaine prochaine,la surcharge de travail,f,23.0
cheese,Cheese-MA_PC,MAPC,247,MA,453.19494,453.93089,ouais tu vois,la surcharge de travail,g,24.0
cheese,Cheese-MA_PC,MAPC,248,PC,454.085,454.845,on est dans la merde hein,la surcharge de travail,f,25.0
cheese,Cheese-MA_PC,MAPC,249,PC,455.185,455.825,on est dans la merde,la surcharge de travail,f,26.0
cheese,Cheese-MA_PC,MAPC,250,PC,456.165,456.785,il y a pas d'autres mots,la surcharge de travail,f,27.0
cheese,Cheese-MA_PC,MAPC,251,MA,457.13,459.175,mais chaque semaine en fait chaque semaine on a un truc moi mardi,la surcharge de travail,g,28.0
cheese,Cheese-MA_PC,MAPC,252,PC,458.705,460.15,chaque semaine on a une euh une échéance,la surcharge de travail,f,29.0
cheese,Cheese-MA_PC,MAPC,253,MA,459.535,461.74,mardi j'ai un j'ai un truc de j'ai un truc d'hébreu,la surcharge de travail,g,30.0
cheese,Cheese-MA_PC,MAPC,254,MA,462.37,464.295,euh on a le les les dossiers à rendre,la surcharge de travail,g,31.0
cheese,Cheese-MA_PC,MAPC,255,PC,464.59133,464.75202,cel,la surcharge de travail,f,32.0
cheese,Cheese-MA_PC,MAPC,256,MA,464.61,465.755,on a le poster de,la surcharge de travail,g,33.0
cheese,Cheese-MA_PC,MAPC,257,PC,465.195,467.065,quel dossier ah oui oh oh j'avais oublié,la surcharge de travail,f,34.0
cheese,Cheese-MA_PC,MAPC,258,PC,467.22338,468.51,ah tu m'as là ça y est,la surcharge de travail,f,35.0
cheese,Cheese-MA_PC,MAPC,259,MA,467.225,468.065,ouais on a le dossier,la surcharge de travail,g,36.0
cheese,Cheese-MA_PC,MAPC,260,PC,468.705,468.96,voilà,la surcharge de travail,f,37.0
cheese,Cheese-MA_PC,MAPC,261,MA,468.745,469.025,eh ouais,la surcharge de travail,g,38.0
cheese,Cheese-MA_PC,MAPC,262,MA,469.23,469.52,ben oui,la surcharge de travail,g,39.0
cheese,Cheese-MA_PC,MAPC,263,MA,469.79,470.29,c'est la déprime,la surcharge de travail,g,40.0
cheese,Cheese-MA_PC,MAPC,264,MA,470.71,470.93,eh oui,la surcharge de travail,g,41.0
cheese,Cheese-MA_PC,MAPC,265,MA,471.54,471.8,bien sûr,la surcharge de travail,g,42.0
cheese,Cheese-MA_PC,MAPC,266,PC,473.745,475.46,d'autant que moi j'ai pas fait ma lettre de motivation,la surcharge de travail,f,43.0
cheese,Cheese-MA_PC,MAPC,267,PC,476.345,477.905,euh ma fiche métier elle est pas du tout finie,la surcharge de travail,f,44.0
cheese,Cheese-MA_PC,MAPC,268,PC,478.615,483.15,j'ai pas fait encore l'interview je vais la faire vendredi du coup j'aurai que le week-end alors que ce week-end c'est l'enfer,la surcharge de travail,f,45.0
cheese,Cheese-MA_PC,MAPC,269,PC,484.41,485.23346,pour la transcrire,la surcharge de travail,f,46.0
cheese,Cheese-MA_PC,MAPC,270,PC,485.44,485.965,pour mardi,la surcharge de travail,f,47.0
cheese,Cheese-MA_PC,MAPC,271,PC,487.18,487.46,ah non,la surcharge de travail,f,48.0
cheese,Cheese-MA_PC,MAPC,272,PC,487.795,488.355,ben en gros euh,la surcharge de travail,f,49.0
cheese,Cheese-MA_PC,MAPC,273,PC,488.59766,489.27252,je vais pas m'en sortir,,,0.0
cheese,Cheese-MA_PC,MAPC,274,MA,489.235,490.79,non mais l'interview la transcris pas euh,transition,,0.0
cheese,Cheese-MA_PC,MAPC,275,MA,491.64656,493.785,stricto sensu quoi tu vas la tu vas pas la,transition,,1.0
cheese,Cheese-MA_PC,MAPC,276,PC,493.89,495.81,ouais mais quand même enfin en fait je,transition,,2.0
cheese,Cheese-MA_PC,MAPC,277,PC,496.90366,499.64,j'avais mon travail sous les yeux et quand j'ai écouté amandine,transition,,3.0
cheese,Cheese-MA_PC,MAPC,278,PC,500.06981,501.045,faire son,transition,,4.0
cheese,Cheese-MA_PC,MAPC,279,MA,501.24,504.905,mais c'est ouais mais toi ce qui t'a plu c'est ce sur quoi elle l'a fait c'est pas son interview,transition,,5.0
cheese,Cheese-MA_PC,MAPC,280,PC,504.005,504.76,peut être,transition,,6.0
cheese,Cheese-MA_PC,MAPC,281,PC,505.21,506.805,non mais même j'ai trouvé ça bien fait,l'interview,g,0.0
cheese,Cheese-MA_PC,MAPC,282,MA,505.37,506.595,mais oui c'est c'est le fait,l'interview,f,1.0
cheese,Cheese-MA_PC,MAPC,283,PC,507.41,509.335,toutes les questions qu'elle a pu poser au,l'interview,g,2.0
cheese,Cheese-MA_PC,MAPC,284,PC,509.99,511.245,c'est bien c'est poussé tu vois,l'interview,g,3.0
cheese,Cheese-MA_PC,MAPC,285,PC,511.66,515.2,moi je fais un truc superficiel et quand tu me lis mon y a amandine qui passe tu te dis ouais,l'interview,g,4.0
cheese,Cheese-MA_PC,MAPC,286,MA,514.59,515.85,elle a dit elle a dit quoi,l'interview,f,5.0
cheese,Cheese-MA_PC,MAPC,287,PC,515.475,518.81498,cette matière ça l'intéresse elle a travaillé pour moi quand tu vas lire mon truc tu vas dire ouais,l'interview,g,6.0
cheese,Cheese-MA_PC,MAPC,288,PC,519.055,521.64789,elle l'a fait parce qu'il fallait le faire mais elle s'en fout complet tu vois,l'interview,g,7.0
cheese,Cheese-MA_PC,MAPC,289,MA,522.065,527.01,mais pas du tout pas du mais c'est quoi qui c'est quoi qui te fait dire que elle a elle a elle a ça a été poussé,l'interview,f,8.0
cheese,Cheese-MA_PC,MAPC,290,PC,526.02637,526.19703,c,l'interview,g,9.0
cheese,Cheese-MA_PC,MAPC,291,PC,527.185,532.15,ben c'est complet elle a posé plein de questions elle est tu vois elle a vraiment euh elle euh elle est,l'interview,g,10.0
cheese,Cheese-MA_PC,MAPC,292,PC,532.45,533.96,elle a vraiment chercher à,l'interview,g,11.0
cheese,Cheese-MA_PC,MAPC,293,PC,534.37,536.57,à aller bien au delà de ce qu'elle nous demande la prof quoi,l'interview,g,12.0
cheese,Cheese-MA_PC,MAPC,294,MA,537.03863,538.36,c'est à enfin c'est à dire bien au delà,l'interview,f,13.0
cheese,Cheese-MA_PC,MAPC,295,MA,538.665,539.525,qu'est ce qu'elle nous demande la prof,l'interview,f,14.0
cheese,Cheese-MA_PC,MAPC,296,MA,540.18,540.835,euh,l'interview,f,15.0
cheese,Cheese-MA_PC,MAPC,297,MA,542.21,544.13374,comment dire mh ce qu'elle nous demande la prof,l'interview,f,16.0
cheese,Cheese-MA_PC,MAPC,298,MA,546.42512,549.52,c'est enfin ça se résume en un truc c'est renseignez-vous sur euh votre métier quoi,l'interview,f,17.0
cheese,Cheese-MA_PC,MAPC,299,PC,549.80579,550.85773,ouais c'est clair,l'interview,g,18.0
cheese,Cheese-MA_PC,MAPC,300,MA,550.0,550.19,c'est tout,l'interview,f,19.0
cheese,Cheese-MA_PC,MAPC,301,MA,551.43,555.215,donc tu tu tu te mets cette question en tête et avec cette question renseignez vous sur votre métier ben,l'interview,f,20.0
cheese,Cheese-MA_PC,MAPC,302,MA,555.71937,557.145,tu te poses la question qu'est ce que j'ai envie de savoir,l'interview,f,21.0
cheese,Cheese-MA_PC,MAPC,303,PC,557.47,557.71,ouais,l'interview,g,22.0
cheese,Cheese-MA_PC,MAPC,304,MA,558.165,559.01,et ces questions,l'interview,f,23.0
cheese,Cheese-MA_PC,MAPC,305,MA,559.48,561.53408,que tu te poses ben tu les poses euh,l'interview,f,24.0
cheese,Cheese-MA_PC,MAPC,306,MA,561.67455,562.985,à la meuf que tu interviewes quoi,l'interview,f,25.0
cheese,Cheese-MA_PC,MAPC,307,PC,563.495,564.24296,ça me saoule de faire ça,l'interview,g,26.0
cheese,Cheese-MA_PC,MAPC,308,PC,564.98488,566.595,c'est une perte de temps considérable quoi,l'interview,g,27.0
cheese,Cheese-MA_PC,MAPC,309,MA,565.99,567.72,mais c'est pour ça mais mais en plus tu les enfin,l'interview,f,28.0
cheese,Cheese-MA_PC,MAPC,310,MA,569.01,577.585,sauf à ce que ce soit des questions techniques mais euh tu tu enfin tu le sais quoi grosso modo ce que c'est ton métier tu t'es déjà enfin je veux dire tu t'es pas réveillée un beau matin en te disant je vais faire ça sans savoir ce que c'est,l'interview,f,29.0
cheese,Cheese-MA_PC,MAPC,311,PC,574.54,575.24,ouais,l'interview,g,30.0
cheese,Cheese-MA_PC,MAPC,312,PC,578.105,578.49,non c'est clair,l'interview,g,31.0
cheese,Cheese-MA_PC,MAPC,313,MA,578.54,579.125,enfin du,l'interview,f,32.0
cheese,Cheese-MA_PC,MAPC,314,PC,579.075,580.475,mais il y a le la dimension aussi je,l'interview,g,33.0
cheese,Cheese-MA_PC,MAPC,315,PC,581.29,584.205,du fait je ça m'énerve en fait parce que du fait que moi je ne sois pas certaine,l'interview,g,34.0
cheese,Cheese-MA_PC,MAPC,316,MA,581.38,581.72726,donc c,l'interview,f,35.0
cheese,Cheese-MA_PC,MAPC,317,PC,584.62577,585.095,forcément,l'interview,g,36.0
cheese,Cheese-MA_PC,MAPC,318,PC,585.56,585.81,tu vois,l'interview,g,37.0
cheese,Cheese-MA_PC,MAPC,319,MA,585.57,586.455,mais c'est fait pour aussi,l'interview,f,38.0
cheese,Cheese-MA_PC,MAPC,320,PC,586.71131,589.89057,oui mais de de oui mais de devoir et de devoir choisir un truc,l'interview,g,39.0
cheese,Cheese-MA_PC,MAPC,321,MA,587.5448,588.515,c'est fait pour c'est à dire que tu es pas,l'interview,f,40.0
cheese,Cheese-MA_PC,MAPC,322,PC,589.975,590.695,un un métier,l'interview,g,41.0
cheese,Cheese-MA_PC,MAPC,323,PC,590.93,591.335,de devoir,l'interview,g,42.0
cheese,Cheese-MA_PC,MAPC,324,PC,591.55,593.35,faire du  des recherches là dessus,l'interview,g,43.0
cheese,Cheese-MA_PC,MAPC,325,PC,593.57,596.055,ça c'est comme si entre guillemets je marquais ça dans le temps et que,l'interview,g,44.0
cheese,Cheese-MA_PC,MAPC,326,PC,596.485,598.37,je j' j'allais devoir vraiment faire ça tu vois,l'interview,g,45.0
cheese,Cheese-MA_PC,MAPC,327,MA,598.58,604.55,oui mais parce que tu le prends mal c'est pas c'est pas comme ça elle c'est juste ce qu'elle veut de nous en fait c' mais vraiment hein c'est c'est clairement ça quoi,l'interview,f,46.0
cheese,Cheese-MA_PC,MAPC,328,PC,598.75,599.21,alors que,l'interview,g,47.0
cheese,Cheese-MA_PC,MAPC,329,MA,605.16,606.83,ça se résume en renseigne vous sur euh,l'interview,f,48.0
cheese,Cheese-MA_PC,MAPC,330,MA,608.0,611.105,même si justement si même si tu es pas sûre justement c'est une occasion de te dire ben,l'interview,f,49.0
cheese,Cheese-MA_PC,MAPC,331,MA,611.37,612.095,je suis pas sûre,l'interview,f,50.0
cheese,Cheese-MA_PC,MAPC,332,MA,612.285,613.76,j'ai le choix entre quoi quoi quoi quoi quoi,l'interview,f,51.0
cheese,Cheese-MA_PC,MAPC,333,MA,614.12,616.93998,ben je prends un de ces quoi et je je je je je déroule quoi,l'interview,f,52.0
cheese,Cheese-MA_PC,MAPC,334,PC,615.705,616.02,mh mh,l'interview,g,53.0
cheese,Cheese-MA_PC,MAPC,335,PC,617.32,617.535,ouais,l'interview,g,54.0
cheese,Cheese-MA_PC,MAPC,336,PC,618.55,620.255,ma prof de yoga hier elle m'a dit que j'étais pas bien hein,transition,,0.0
cheese,Cheese-MA_PC,MAPC,337,MA,622.49,622.93998,pas bien comment,transition,,1.0
cheese,Cheese-MA_PC,MAPC,338,PC,623.91998,625.775,que mon mes épaules elles sont na na nan,transition,,2.0
cheese,Cheese-MA_PC,MAPC,339,PC,626.73,628.165,et que j'ai le plexus solaire bloqué,le mal-être de PC : sa prof de yoga,g,0.0
cheese,Cheese-MA_PC,MAPC,340,PC,628.755,630.57506,du fait que je fasse de l'apnée je pense,le mal-être de PC : sa prof de yoga,g,1.0
cheese,Cheese-MA_PC,MAPC,341,MA,631.87557,634.11,tu es tendax  à tu es tendax,le mal-être de PC : sa prof de yoga,f,2.0
