corpus,file,dyad,index,speaker,start,stop,text,theme,theme_role,theme_index,has_theme
paco,PACO-FS_MG,FSMG,142,FS,339.36,343.9,mouais  faut enfin surtout que neuropsy je enfin je connais un peu mais euh,projet professionnel FS,g,15.0,True
paco,PACO-FS_MG,FSMG,143,FS,344.78,346.48,faut que je voie plus loin ce qu'il y a,projet professionnel FS,g,16.0,True
paco,PACO-FS_MG,FSMG,144,FS,346.8,348.485,d'autre que je connais sûrement pas quoi,projet professionnel FS,g,17.0,True
paco,PACO-FS_MG,FSMG,145,MG,348.84,351.48,mh tu as fait neuro euh en option l'année dernière,transition,,0.0,True
paco,PACO-FS_MG,FSMG,146,FS,351.06,351.415,ouais,transition,,1.0,True
paco,PACO-FS_MG,FSMG,147,MG,352.36,352.8,ça t'a plu,transition,,2.0,True
paco,PACO-FS_MG,FSMG,148,FS,353.5,353.84,ouais,option du cursus psycho,g,0.0,True
paco,PACO-FS_MG,FSMG,149,FS,354.32,356.085,tu avais pris aussi neuro,option du cursus psycho,g,1.0,True
paco,PACO-FS_MG,FSMG,150,MG,356.46,359.015,nan j'avais pris anthropo donc euh rien à voir,option du cursus psycho,f,2.0,True
paco,PACO-FS_MG,FSMG,151,FS,357.84,360.78,ah d'accord okay,option du cursus psycho,g,3.0,True
paco,PACO-FS_MG,FSMG,152,MG,359.7,363.515,nan moi j'aime bien aller voir autre part et tout donc euh cette année j'ai pris mythologie,option du cursus psycho,f,4.0,True
paco,PACO-FS_MG,FSMG,153,FS,361.82,362.73,mh,option du cursus psycho,g,5.0,True
paco,PACO-FS_MG,FSMG,154,MG,363.89427,364.815,rien à voir aussi mais,option du cursus psycho,f,6.0,True
paco,PACO-FS_MG,FSMG,155,FS,363.9,365.29,ouais je voulais prendre aussi,option du cursus psycho,g,7.0,True
paco,PACO-FS_MG,FSMG,156,MG,365.88,368.08306,ouais c'est parce que moi j'ai des euh,option du cursus psycho,f,8.0,True
paco,PACO-FS_MG,FSMG,157,FS,366.96,367.23,mh,option du cursus psycho,g,9.0,True
paco,PACO-FS_MG,FSMG,158,MG,368.6,370.47,j'ai des euh connaissances tu sais euh,option du cursus psycho,f,10.0,True
paco,PACO-FS_MG,FSMG,159,MG,370.9,372.32,j'ai fait grec latin et tout,option du cursus psycho,f,11.0,True
paco,PACO-FS_MG,FSMG,160,FS,372.46,377.49,ah trop bien  da okay,option du cursus psycho,g,12.0,True
paco,PACO-FS_MG,FSMG,161,MG,372.88,375.995,j'étais très mauvaise mais c'était surtout pour l'histoire,option du cursus psycho,f,13.0,True
paco,PACO-FS_MG,FSMG,162,MG,377.09427,378.01,donc euh voilà,option du cursus psycho,f,14.0,True
paco,PACO-FS_MG,FSMG,163,FS,377.88,384.875,ouais l'histoire grecque j'adore    genre la mythologie et tout je voulais prendre ça mais ça finissait tard et euh pfou,option du cursus psycho,g,15.0,True
paco,PACO-FS_MG,FSMG,164,MG,384.8,386.79,c'est vrai mais là on a terminé par exemple tu vois,option du cursus psycho,f,16.0,True
paco,PACO-FS_MG,FSMG,165,FS,387.18,388.51,okay intro,option du cursus psycho,g,17.0,True
paco,PACO-FS_MG,FSMG,166,MG,387.6,390.285,on avait que 8 sé 8 séances alors que vous vous en avez eu 12,option du cursus psycho,f,18.0,True
paco,PACO-FS_MG,FSMG,167,MG,390.8,392.29,donc euh je trouve que c'était un bon compromis,option du cursus psycho,f,19.0,True
paco,PACO-FS_MG,FSMG,168,FS,392.66,393.825,ouais,option du cursus psycho,g,20.0,True
paco,PACO-FS_MG,FSMG,169,MG,393.28,395.01067,après c'est vrai que ça terminait tard hein vraiment,option du cursus psycho,f,21.0,True
paco,PACO-FS_MG,FSMG,170,FS,394.78,395.19,ouais,option du cursus psycho,g,22.0,True
paco,PACO-FS_MG,FSMG,171,MG,395.96,398.8,surtout euh quand l'hiver arrive et qu'il fait nuit tu dois rentrer chez toi,option du cursus psycho,f,23.0,True
paco,PACO-FS_MG,FSMG,172,FS,398.94,401.61,ouais surtout que j'habite un peu loin enfin à 30 minutes mais euh ff,option du cursus psycho,g,24.0,True
paco,PACO-FS_MG,FSMG,173,MG,402.12,402.55,tu habites où,,,0.0,True
paco,PACO-FS_MG,FSMG,174,FS,403.16,404.035,euh jas--bouffan,transition,,0.0,True
paco,PACO-FS_MG,FSMG,175,MG,405.4218,406.08035,c'est où,transition,,1.0,True
paco,PACO-FS_MG,FSMG,176,FS,406.16,412.545,ah  euh c'est un peu éloigné du centre euh je sais pas si tu vois le centre commercial avec le super géant casino là,lieu d'habitation,g,0.0,True
paco,PACO-FS_MG,FSMG,177,FS,413.26,413.68,pas du,lieu d'habitation,g,1.0,True
paco,PACO-FS_MG,FSMG,178,MG,413.42,413.68,si,lieu d'habitation,f,2.0,True
paco,PACO-FS_MG,FSMG,179,FS,413.88,415.965,ah bah voilà c'est dans ce quartier-là par là,lieu d'habitation,g,3.0,True
paco,PACO-FS_MG,FSMG,180,MG,416.14,416.52,d'accord,lieu d'habitation,f,4.0,True
paco,PACO-FS_MG,FSMG,181,FS,417.06,418.08,donc c'est un,lieu d'habitation,g,5.0,True
paco,PACO-FS_MG,FSMG,182,MG,417.54,418.415,bah tu habites à aix du coup,lieu d'habitation,f,6.0,True
paco,PACO-FS_MG,FSMG,183,FS,418.9,419.15,oui,lieu d'habitation,g,7.0,True
paco,PACO-FS_MG,FSMG,184,FS,419.42,426.98,pardon mais jas--bouffan c'est le nom du quartier c'est c'est pour ça  enfin mais euh ma résidence étudiante enfin,lieu d'habitation,g,8.0,True
paco,PACO-FS_MG,FSMG,185,MG,421.46,423.975,ah d'accord je me disais aussi je connais pas,lieu d'habitation,f,9.0,True
paco,PACO-FS_MG,FSMG,186,FS,427.2,429.035,mon logement étudiant il est là-bas quoi,lieu d'habitation,g,10.0,True
paco,PACO-FS_MG,FSMG,187,MG,429.58,430.15,d'accord,lieu d'habitation,f,11.0,True
paco,PACO-FS_MG,FSMG,188,FS,430.58,432.3,du coup tu veux faire quoi toi,transition,,0.0,True
paco,PACO-FS_MG,FSMG,189,FS,432.62,434.675,parce que t'aimes bien tout c'est ça,transition,,1.0,True
paco,PACO-FS_MG,FSMG,190,MG,433.04,434.425,moi je sais pas en fait parce que,transition,,2.0,True
paco,PACO-FS_MG,FSMG,191,MG,435.54,441.755,euh moi euh au début quand j'ai commencé à faire psycho j'avais qu'une idée en tête c'était faire clinique faire euh psychologue et tout,transition,,3.0,True
paco,PACO-FS_MG,FSMG,192,FS,440.98,442.05,ouais,transition,,4.0,True
paco,PACO-FS_MG,FSMG,193,FS,442.22,443.265,comme beaucoup je pense,projet professionnel MG,g,0.0,True
paco,PACO-FS_MG,FSMG,194,MG,442.4,443.275,et après euh,projet professionnel MG,f,1.0,True
paco,PACO-FS_MG,FSMG,195,MG,443.74,444.47,plus euh,projet professionnel MG,f,2.0,True
paco,PACO-FS_MG,FSMG,196,MG,444.64,448.295,plus j'avance plus je sais pas ils nous mettent la pression par exemple là en opn il y avait euh,projet professionnel MG,f,3.0,True
paco,PACO-FS_MG,FSMG,197,MG,448.92,453.98,il y a ma prof qui me dit ouais moi quand j'ai commencé psycho euh je suis allée en enfin j'ai fait un stage en,projet professionnel MG,f,4.0,True
paco,PACO-FS_MG,FSMG,198,MG,454.32,455.19,en hôpital psychiatrique,projet professionnel MG,f,5.0,True
paco,PACO-FS_MG,FSMG,199,MG,456.08,459.73,et euh ça m'a dégoûtée et tout du coup je me demande est-ce que j'ai vraiment les épaules et tout,projet professionnel MG,f,6.0,True
paco,PACO-FS_MG,FSMG,200,FS,460.04,460.805,ouais,projet professionnel MG,g,7.0,True
paco,PACO-FS_MG,FSMG,201,MG,460.48,467.6,et comme je suis une fille quand même relativement sensible je me dis que je suis peut-être pas faite pour ça mais euh bon en psycho je pense que tu as un large panel de choix et euh,projet professionnel MG,f,8.0,True
paco,PACO-FS_MG,FSMG,202,FS,466.14,467.415,oui voilà,projet professionnel MG,g,9.0,True
paco,PACO-FS_MG,FSMG,203,MG,468.96,469.445,donc ouais,projet professionnel MG,f,10.0,True
paco,PACO-FS_MG,FSMG,204,FS,469.34,470.31,ouais,projet professionnel MG,g,11.0,True
paco,PACO-FS_MG,FSMG,205,MG,470.26,474.175,après je sais pas clinique ou euh cognitive ça m'intéresse de plus en plus,projet professionnel MG,f,12.0,True
paco,PACO-FS_MG,FSMG,206,MG,475.82,480.905,et euh social aussi beaucoup en plus ça tu as beaucoup de mé de débouchés donc euh ouais,projet professionnel MG,f,13.0,True
paco,PACO-FS_MG,FSMG,207,FS,480.86,481.09,mh,projet professionnel MG,g,14.0,True
paco,PACO-FS_MG,FSMG,208,FS,481.3,482.495,pas le développement,projet professionnel MG,g,15.0,True
paco,PACO-FS_MG,FSMG,209,MG,483.38,486.361,nan pas de développement j'aime pas les enfants,projet professionnel MG,f,16.0,True
paco,PACO-FS_MG,FSMG,210,FS,483.82,486.2,moi non plus,projet professionnel MG,g,17.0,True
paco,PACO-FS_MG,FSMG,211,FS,486.48,490.18,ah oui on part mal,projet professionnel MG,g,18.0,True
paco,PACO-FS_MG,FSMG,212,FS,490.46,493.765,ouais après cette année on va faire les ados peut-être ce sera,projet professionnel MG,g,19.0,True
paco,PACO-FS_MG,FSMG,213,FS,493.94,494.41,différent,projet professionnel MG,g,20.0,True
paco,PACO-FS_MG,FSMG,214,MG,494.04,498.9,ouais je pense ça peut être plus intéressant surtout que quand on est indo ado euh,projet professionnel MG,f,21.0,True
paco,PACO-FS_MG,FSMG,215,MG,499.52,501.43,on a des des comportements euh,projet professionnel MG,f,22.0,True
paco,PACO-FS_MG,FSMG,216,MG,503.34,505.86,plutôt animal je trouve tu vois bah c'est vrai,projet professionnel MG,f,23.0,True
paco,PACO-FS_MG,FSMG,217,FS,506.1,507.715,oui,projet professionnel MG,g,24.0,True
paco,PACO-FS_MG,FSMG,218,MG,506.74,508.92,tu as un peu ce côté-là qui qui ressort,projet professionnel MG,f,25.0,True
paco,PACO-FS_MG,FSMG,219,MG,509.64,511.07316,après tu t'assagis mais hum,projet professionnel MG,f,26.0,True
paco,PACO-FS_MG,FSMG,220,FS,512.44,513.75,ouais,projet professionnel MG,g,27.0,True
paco,PACO-FS_MG,FSMG,221,MG,513.02,514.975,je pense que ça peut être intéressant mais je sais pas,projet professionnel MG,f,28.0,True
paco,PACO-FS_MG,FSMG,222,MG,515.76,516.045,faut voir,projet professionnel MG,f,29.0,True
paco,PACO-FS_MG,FSMG,223,MG,516.6,521.205,puis surtout euh après tu as pas beaucoup de débouchés hein si tu continuesenfin après je sais pas je suis peut-être mal au courant mais,projet professionnel MG,f,30.0,True
paco,PACO-FS_MG,FSMG,224,FS,521.5,522.16,ouais,projet professionnel MG,g,31.0,True
paco,PACO-FS_MG,FSMG,225,FS,522.36,523.355,j'en sais rien non plus,projet professionnel MG,g,32.0,True
paco,PACO-FS_MG,FSMG,226,FS,525.1,528.44,enfin après je sais que on n'est pfin si on part dans le développement,projet professionnel MG,g,33.0,True
paco,PACO-FS_MG,FSMG,227,FS,528.94,532.855,on peut ne pas faire pour les enfants enfin je sais qu'il y a une amie qui avait regardé,projet professionnel MG,g,34.0,True
paco,PACO-FS_MG,FSMG,228,FS,533.44,537.38,et qui pouvait partir dans l'accompagnement auprès des personnes âgées par exemple,projet professionnel MG,g,35.0,True
paco,PACO-FS_MG,FSMG,229,FS,538.04,541.205,je sais pas trop à quel niveau mais je sais que c'était centré personne âgée,projet professionnel MG,g,36.0,True
paco,PACO-FS_MG,FSMG,230,FS,541.64,542.46,donc je sais pas,projet professionnel MG,g,37.0,True
paco,PACO-FS_MG,FSMG,231,MG,542.28,545.165,ouais je pense euh de façon on va le voir là je crois les personnes âgées nan,projet professionnel MG,f,38.0,True
paco,PACO-FS_MG,FSMG,232,FS,545.92,547.845,je sais pas si c'est cette année ou l'année prochaine,projet professionnel MG,g,39.0,True
paco,PACO-FS_MG,FSMG,233,MG,547.56,548.355,l'année prochaine,projet professionnel MG,f,40.0,True
paco,PACO-FS_MG,FSMG,234,FS,548.1,549.59,ouais adulte et,projet professionnel MG,g,41.0,True
paco,PACO-FS_MG,FSMG,235,FS,549.78,550.67,âgé je crois,projet professionnel MG,g,42.0,True
paco,PACO-FS_MG,FSMG,236,MG,550.74,550.94,ouais,projet professionnel MG,f,43.0,True
paco,PACO-FS_MG,FSMG,237,FS,551.86,552.285,la,projet professionnel MG,g,44.0,True
paco,PACO-FS_MG,FSMG,238,FS,552.52,553.41,tout l'ado,projet professionnel MG,g,45.0,True
paco,PACO-FS_MG,FSMG,239,MG,554.5,557.51,en tout cas les enfants c'est loin je veux plus en entendre parler,projet professionnel MG,f,46.0,True
paco,PACO-FS_MG,FSMG,240,MG,557.68,558.505,donc euh ouais,projet professionnel MG,f,47.0,True
paco,PACO-FS_MG,FSMG,241,FS,558.74,561.45,ouais  en clinique peut-être,projet professionnel MG,g,48.0,True
paco,PACO-FS_MG,FSMG,242,FS,562.26,564.045,la clinique ça aborde tout le monde donc,projet professionnel MG,g,49.0,True
paco,PACO-FS_MG,FSMG,243,MG,564.52,564.79,oui,projet professionnel MG,f,50.0,True
paco,PACO-FS_MG,FSMG,244,MG,565.54,569.62,oui à chaque fois que je demande à quelqu'un c'est clinique et puis du coup ça décourage parce que,projet professionnel MG,f,51.0,True
paco,PACO-FS_MG,FSMG,245,MG,570.4,570.97,euh,projet professionnel MG,f,52.0,True
paco,PACO-FS_MG,FSMG,246,MG,572.06,575.345,comme tout le monde veut faire clinique tu te dis que il y en aura peuquand même,projet professionnel MG,f,53.0,True
paco,PACO-FS_MG,FSMG,247,MG,575.6,576.555,peu qui vont être pris,projet professionnel MG,f,54.0,True
paco,PACO-FS_MG,FSMG,248,FS,577.14,579.05,ouais il y a que 50 places à,projet professionnel MG,g,55.0,True
paco,PACO-FS_MG,FSMG,249,FS,579.58,580.15,à aix,projet professionnel MG,g,56.0,True
paco,PACO-FS_MG,FSMG,250,FS,581.08,582.26,partout je crois hein d'ailleurs,projet professionnel MG,g,57.0,True
paco,PACO-FS_MG,FSMG,251,MG,582.48,586.655,50 places puis des fois il y en a moins je crois qu'il y a 12 places dans certains certaines universités,projet professionnel MG,f,58.0,True
paco,PACO-FS_MG,FSMG,252,FS,586.72,587.05,oh putain,projet professionnel MG,g,59.0,True
paco,PACO-FS_MG,FSMG,253,FS,587.4,587.69,okay,projet professionnel MG,g,60.0,True
paco,PACO-FS_MG,FSMG,254,MG,588.12,589.94,je suis allée voir vite fait mais il me semble que c'est,projet professionnel MG,f,61.0,True
paco,PACO-FS_MG,FSMG,255,FS,589.94,591.475,ah okay ça dépend des universités,projet professionnel MG,g,62.0,True
paco,PACO-FS_MG,FSMG,256,MG,590.48,590.88,pas beaucoup,projet professionnel MG,f,63.0,True
paco,PACO-FS_MG,FSMG,257,MG,591.6,591.785,ouais,projet professionnel MG,f,64.0,True
paco,PACO-FS_MG,FSMG,258,FS,591.7,592.39,super,projet professionnel MG,g,65.0,True
paco,PACO-FS_MG,FSMG,259,MG,593.48,596.135,mais du coup tu veux te spécialiser dans quelque chose si tu prends clinique,projet professionnel MG,f,66.0,True
paco,PACO-FS_MG,FSMG,260,FS,593.58,593.85,ouais,projet professionnel MG,g,67.0,True
paco,PACO-FS_MG,FSMG,261,FS,596.88,605.975,bah euh parce que j'ai vu qu'il y avait des  masters clinique spécialisation neuropsy donc ça serait euh neuro,projet professionnel MG,g,68.0,True
paco,PACO-FS_MG,FSMG,262,MG,606.18,609.69,d'accord donc toi tu es vraiment dans les dans les sciences dans les maths et tout,projet professionnel MG,f,69.0,True
paco,PACO-FS_MG,FSMG,263,FS,606.8,610.63,ouais moi  je suis clinique maths ouais,projet professionnel MG,g,70.0,True
paco,PACO-FS_MG,FSMG,264,FS,610.8,611.23,c'est,projet professionnel MG,g,71.0,True
paco,PACO-FS_MG,FSMG,265,MG,611.28,612.455,donc les stats ça va,transition,,0.0,True
paco,PACO-FS_MG,FSMG,266,FS,611.56,612.56,neuro,transition,,1.0,True
paco,PACO-FS_MG,FSMG,267,MG,613.16,613.455,tu y arrives,transition,,2.0,True
paco,PACO-FS_MG,FSMG,268,FS,613.16,617.5,ouais oh cette année c'est chiant par contre  mais euh,transition,,3.0,True
paco,PACO-FS_MG,FSMG,269,MG,616.32,616.73,pourquoi,transition,,4.0,True
paco,PACO-FS_MG,FSMG,270,MG,617.15509,617.8,qu'est-ce qui change,transition,,5.0,True
paco,PACO-FS_MG,FSMG,271,FS,618.54,625.195,bah déjà premier cours la moyenne   merci,les stats,g,0.0,True
paco,PACO-FS_MG,FSMG,272,MG,618.58,619.20656,de l'année dernière,les stats,f,1.0,True
paco,PACO-FS_MG,FSMG,273,MG,621.78,624.94,oui non ça j'ai été déprimée quand j'ai vu ça,les stats,f,2.0,True
paco,PACO-FS_MG,FSMG,274,FS,625.88,630.65,mais euh je sais pas enfin c'est la c'est sa façon de faire les tds qui,les stats,g,3.0,True
paco,PACO-FS_MG,FSMG,275,FS,631.84,635.985,enfin moi j'aimais bien le côté où on avait des exercices et on travaillait tout le temps tout le temps,les stats,g,4.0,True
paco,PACO-FS_MG,FSMG,276,FS,636.62,637.125,enfin je sais pas,les stats,g,5.0,True
paco,PACO-FS_MG,FSMG,277,MG,637.36,639.275,si si mais euh tu as quel prof toi,les stats,f,6.0,True
paco,PACO-FS_MG,FSMG,278,FS,639.43097,641.005,j'ai euh l'allemande,les stats,g,7.0,True
paco,PACO-FS_MG,FSMG,279,MG,641.78,643.495,bah je trouve que c'est pas mal avec l'allemande non,les stats,f,8.0,True
paco,PACO-FS_MG,FSMG,280,FS,643.24,648.89,oui nan elle est super cool grâce à elle je comprends le cm enfin je vais plus en cm du coup je comprends euh mais,les stats,g,9.0,True
paco,PACO-FS_MG,FSMG,281,FS,650.42,657.415,mais elle nous enfin on avant on avait des exercices enfin je crois on a des exercices mais je les ai pas imprimés quoi,les stats,g,10.0,True
paco,PACO-FS_MG,FSMG,282,MG,656.98,657.22,mh,les stats,f,11.0,True
paco,PACO-FS_MG,FSMG,283,FS,657.7,658.725,mais voilà enfin,les stats,g,12.0,True
paco,PACO-FS_MG,FSMG,284,FS,659.3,661.575,je préférais juste l'année dernière quoi c'était,les stats,g,13.0,True
paco,PACO-FS_MG,FSMG,285,FS,662.16,664.8,plus rigolo,les stats,g,14.0,True
paco,PACO-FS_MG,FSMG,286,MG,663.54,664.87073,ouais tu avais pas la petite,les stats,f,15.0,True
paco,PACO-FS_MG,FSMG,287,FS,666.82,667.775,la petite,les stats,g,16.0,True
paco,PACO-FS_MG,FSMG,288,MG,668.06,670.30989,euh enfin la petite c'est une façon de parler euh,les stats,f,17.0,True
paco,PACO-FS_MG,FSMG,289,FS,669.9,671.635,qui avait un accent la blonde,les stats,g,18.0,True
paco,PACO-FS_MG,FSMG,290,MG,671.64,672.6,nan elle était brune,les stats,f,19.0,True
paco,PACO-FS_MG,FSMG,291,FS,672.54,673.01,ah,les stats,g,20.0,True
paco,PACO-FS_MG,FSMG,292,MG,673.58,674.99,la brune elle était pas mal ouais,les stats,f,21.0,True
paco,PACO-FS_MG,FSMG,293,MG,677.1,680.29,mais ouais les les stats ça m'angoisse un peu je suis vraiment pas bonne dedans,les stats,f,22.0,True
paco,PACO-FS_MG,FSMG,294,FS,677.4,677.835,non,les stats,g,23.0,True
paco,PACO-FS_MG,FSMG,295,MG,680.54,682.46,heureusement qu'on a le droit aux formules et tout,les stats,f,24.0,True
paco,PACO-FS_MG,FSMG,296,MG,684.04,684.35,et euh,transition,,0.0,True
paco,PACO-FS_MG,FSMG,297,FS,684.04,685.96,tu as fait un bac quoi,transition,,1.0,True
paco,PACO-FS_MG,FSMG,298,MG,686.58,687.155,euh es,transition,,2.0,True
paco,PACO-FS_MG,FSMG,299,FS,687.56,687.865,okay,transition,,3.0,True
paco,PACO-FS_MG,FSMG,300,MG,688.0,688.28,et toi,Type de BAC,g,0.0,True
paco,PACO-FS_MG,FSMG,301,FS,688.66,690.44,s,Type de BAC,f,1.0,True
paco,PACO-FS_MG,FSMG,302,MG,690.18,697.015,c'est pour ça en même temps tu tu aurais été mal partie si tu avais fait es hein pour faire euh neurosciences,Type de BAC,g,2.0,True
paco,PACO-FS_MG,FSMG,303,FS,691.92,694.245,ouais bon après,Type de BAC,f,3.0,True
paco,PACO-FS_MG,FSMG,304,FS,697.56,699.125,ouais euh ça se fait,Type de BAC,f,4.0,True
paco,PACO-FS_MG,FSMG,305,MG,699.58,699.74,oui,Type de BAC,g,5.0,True
paco,PACO-FS_MG,FSMG,306,FS,700.32,700.885,mais,Type de BAC,f,6.0,True
paco,PACO-FS_MG,FSMG,307,MG,700.46,701.535,tu galères un peu plus,Type de BAC,g,7.0,True
paco,PACO-FS_MG,FSMG,308,FS,701.08,704.465,sûrement après je sais pas,Type de BAC,f,8.0,True
paco,PACO-FS_MG,FSMG,309,MG,705.7,705.94,mh,Type de BAC,g,9.0,True
paco,PACO-FS_MG,FSMG,310,FS,705.78,709.52,je baigne dedans  mais ça va,,,0.0,True
paco,PACO-FS_MG,FSMG,311,MG,708.7,711.535,ça mais tu as toujours voulu faire euh neuro ou,,,0.0,True
paco,PACO-FS_MG,FSMG,312,FS,712.5,715.34,j'ai toujours aimé la neuro ouais enfin depuis longtemps,transition,,0.0,True
paco,PACO-FS_MG,FSMG,313,FS,716.18,721.095,genre l' svt non mais dès que ça parlait de neuro j'étais présente hein,transition,,1.0,True
paco,PACO-FS_MG,FSMG,314,MG,722.06,723.445,moi j'ai adoré l' svt,transition,,2.0,True
paco,PACO-FS_MG,FSMG,315,MG,723.78,725.29,enfin je suis contre mais euh,SVT,g,0.0,True
paco,PACO-FS_MG,FSMG,316,MG,725.5,726.37,les dissections,SVT,g,1.0,True
paco,PACO-FS_MG,FSMG,317,MG,726.58,727.12,que je préférais,SVT,g,2.0,True
paco,PACO-FS_MG,FSMG,318,MG,727.36,731.815,c'est un peu glauque mais c'est vrai voir le voir ce qu'il y a l'intérieur je trouve ça génial,SVT,g,3.0,True
paco,PACO-FS_MG,FSMG,319,FS,728.48,729.93917,ah moi j'adore,SVT,f,4.0,True
paco,PACO-FS_MG,FSMG,320,FS,732.48,733.57,ouais ouais,SVT,f,5.0,True
paco,PACO-FS_MG,FSMG,321,MG,732.58,733.935,mais bon heureusement ça c'est euh,SVT,g,6.0,True
paco,PACO-FS_MG,FSMG,322,MG,734.78,736.04,c'est devenu interdit et tout,SVT,g,7.0,True
paco,PACO-FS_MG,FSMG,323,FS,734.84,735.82,c'est interdit,SVT,f,8.0,True
paco,PACO-FS_MG,FSMG,324,FS,736.3,737.05,oh moi j'aimais trop,SVT,f,9.0,True
paco,PACO-FS_MG,FSMG,325,MG,737.48,737.78,tu aimes pas,SVT,g,10.0,True
paco,PACO-FS_MG,FSMG,326,FS,738.28,739.455,si si j'aimais trop,SVT,f,11.0,True
paco,PACO-FS_MG,FSMG,327,MG,739.26,741.56,ah bon bah tu m'as dit que l' svt c'était pas ton truc,SVT,g,12.0,True
paco,PACO-FS_MG,FSMG,328,FS,740.08,740.45599,ouais,SVT,f,13.0,True
paco,PACO-FS_MG,FSMG,329,FS,741.7,743.61064,ouais mais les dissections euh,SVT,f,14.0,True
paco,PACO-FS_MG,FSMG,330,FS,744.22,745.295,c'est pas pareil,SVT,f,15.0,True
paco,PACO-FS_MG,FSMG,331,FS,745.5,748.795,enfin j'aimais bien l' svt mais euh dans ses limites quoi enfin,SVT,f,16.0,True
paco,PACO-FS_MG,FSMG,332,MG,749.88,752.55,ah oui bon après quand quand ils parlaient des roches,SVT,g,17.0,True
paco,PACO-FS_MG,FSMG,333,FS,750.02,751.61082,des trucs un peu chiants quoi,SVT,f,18.0,True
paco,PACO-FS_MG,FSMG,334,FS,752.36,755.18,voilà exactement,SVT,f,19.0,True
paco,PACO-FS_MG,FSMG,335,MG,753.52,756.14,bon là euh jla ils me perdaient un peu,SVT,g,20.0,True
paco,PACO-FS_MG,FSMG,336,FS,757.48,758.815,ouais bon encore que,SVT,f,21.0,True
paco,PACO-FS_MG,FSMG,337,FS,759.0,762.735,c'était juste rigolo de les chercher au microscope après le reste pff,SVT,f,22.0,True
paco,PACO-FS_MG,FSMG,338,MG,763.36,763.62,mh,SVT,g,23.0,True
paco,PACO-FS_MG,FSMG,339,MG,763.88,764.36,nouais euh,SVT,g,24.0,True
paco,PACO-FS_MG,FSMG,340,FS,764.02,768.82,c'est intéressant mais euh apprendre et tout pour le bac pour tout p,SVT,f,25.0,True
paco,PACO-FS_MG,FSMG,341,MG,769.3,769.57,mh,SVT,g,26.0,True
paco,PACO-FS_MG,FSMG,342,MG,770.72,773.11,en plus toi tu as vu la photosynthèse un truc comme ça euh,SVT,g,27.0,True
paco,PACO-FS_MG,FSMG,343,FS,773.26,778.575,ouais ouais j'ai vu les plantes aussi,SVT,f,28.0,True
paco,PACO-FS_MG,FSMG,344,MG,773.42,774.435,en terminale il me semble,SVT,g,29.0,True
paco,PACO-FS_MG,FSMG,345,MG,774.9,775.175,mh mh,SVT,g,30.0,True
paco,PACO-FS_MG,FSMG,346,MG,776.38,777.25,une plante oui,SVT,g,31.0,True
paco,PACO-FS_MG,FSMG,347,MG,777.98,778.705,génial,SVT,g,32.0,True
paco,PACO-FS_MG,FSMG,348,FS,778.76,781.285,c'est intéressant mais,SVT,f,33.0,True
paco,PACO-FS_MG,FSMG,349,MG,781.96,784.675,ah je sais pas je suis pas allée jusque là j'ai fait une première euh,transition,,0.0,True
paco,PACO-FS_MG,FSMG,350,MG,784.88,785.66,une première s,transition,,1.0,True
paco,PACO-FS_MG,FSMG,351,FS,785.86,786.68919,okay,transition,,2.0,True
paco,PACO-FS_MG,FSMG,352,MG,786.58,787.305,après ils m'ont pas retenue,,,0.0,True
paco,PACO-FS_MG,FSMG,353,FS,787.96,790.08,ah ouais il y a une sélection toi à la fin,Premiere S MG,g,0.0,True
paco,PACO-FS_MG,FSMG,354,MG,789.46,792.615,nan nan mais c'est c'est juste qu'ils m'ont dit euh tu devrais vraiment changer de voie,Premiere S MG,f,1.0,True
paco,PACO-FS_MG,FSMG,355,MG,792.94,795.28,bon d'accord bah je suis partie alors,Premiere S MG,f,2.0,True
paco,PACO-FS_MG,FSMG,356,FS,793.3,794.925,ah d'accord mince,Premiere S MG,g,3.0,True
paco,PACO-FS_MG,FSMG,357,MG,796.68,797.07,nan,Premiere S MG,f,4.0,True
paco,PACO-FS_MG,FSMG,358,FS,797.24,800.11,mais tu as pu changé comme ça sans refaire ta première,Premiere S MG,g,5.0,True
paco,PACO-FS_MG,FSMG,359,MG,799.86,801.73,si si j'ai refait ma première j'ai pas eu le choix,Premiere S MG,f,6.0,True
paco,PACO-FS_MG,FSMG,360,FS,800.36,801.28,ah mince,Premiere S MG,g,7.0,True
paco,PACO-FS_MG,FSMG,361,FS,804.36,805.735,tant pis,Premiere S MG,g,8.0,True
paco,PACO-FS_MG,FSMG,362,FS,806.26,807.72,c'est dommage,Premiere S MG,g,9.0,True
paco,PACO-FS_MG,FSMG,363,MG,806.3,806.85,bon sinon,Premiere S MG,f,10.0,True
paco,PACO-FS_MG,FSMG,364,MG,807.74,810.465,euh je sais pas parle-moi de toi,transition,,0.0,True
paco,PACO-FS_MG,FSMG,365,FS,811.16,816.935,d'accord je m'appelle fleur voilà du coup j'ai eu 19 ans là il y pas longtemps,transition,,1.0,True
paco,PACO-FS_MG,FSMG,366,MG,816.54,817.145,tu as 19 ans,transition,,2.0,True
paco,PACO-FS_MG,FSMG,367,FS,817.82,817.98,oui,leurs familles respectives,g,0.0,True
paco,PACO-FS_MG,FSMG,368,FS,820.62,820.825,oui,leurs familles respectives,g,1.0,True
